+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ;
+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|thewindowing_function|thebb_windowing_B1_start|thebb_windowing_B1_start_stall_region|thei_sfc_s_c1_in_wt_entry_windowings_c1_enter_windowing6_aunroll_x|thei_llvm_fpga_sfc_exit_s_c1_out_wt_entry_windowings_c1_exit_windowing1_aunroll_x|thei_llvm_fpga_sfc_exit_s_c1_out_wt_entry_windowings_c1_exit_windowing1_data_fifo_aunroll_x|thei_llvm_fpga_sfc_exit_s_c1_out_wt_entry_windowings_c1_exit_windowing0|ms.acl_mid_speed_fifo_inst|gen_ram.gen_m20k.altera_syncram|auto_generated|altsyncram1                                                                                                                         ; 440   ; 0              ; 0            ; 0              ; 416    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|thewindowing_function|thebb_windowing_B1_start|thebb_windowing_B1_start_stall_region|thei_sfc_s_c1_in_wt_entry_windowings_c1_enter_windowing6_aunroll_x|thei_llvm_fpga_sfc_exit_s_c1_out_wt_entry_windowings_c1_exit_windowing1_aunroll_x|thei_llvm_fpga_sfc_exit_s_c1_out_wt_entry_windowings_c1_exit_windowing1_data_fifo_aunroll_x|thei_llvm_fpga_sfc_exit_s_c1_out_wt_entry_windowings_c1_exit_windowing0|ms.acl_mid_speed_fifo_inst|gen_ram.gen_m20k.altera_syncram|auto_generated                                                                                                                                     ; 440   ; 0              ; 0            ; 0              ; 416    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|thewindowing_function|thebb_windowing_B1_start|thebb_windowing_B1_start_stall_region|thei_sfc_s_c1_in_wt_entry_windowings_c1_enter_windowing6_aunroll_x|thei_llvm_fpga_sfc_exit_s_c1_out_wt_entry_windowings_c1_exit_windowing1_aunroll_x|thei_llvm_fpga_sfc_exit_s_c1_out_wt_entry_windowings_c1_exit_windowing1_data_fifo_aunroll_x|thei_llvm_fpga_sfc_exit_s_c1_out_wt_entry_windowings_c1_exit_windowing0|ms.acl_mid_speed_fifo_inst|acl_reset_handler_inst                                                                                                                                                             ; 2     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|thewindowing_function|thebb_windowing_B1_start|thebb_windowing_B1_start_stall_region|thei_sfc_s_c1_in_wt_entry_windowings_c1_enter_windowing6_aunroll_x|thei_llvm_fpga_sfc_exit_s_c1_out_wt_entry_windowings_c1_exit_windowing1_aunroll_x|thei_llvm_fpga_sfc_exit_s_c1_out_wt_entry_windowings_c1_exit_windowing1_data_fifo_aunroll_x|thei_llvm_fpga_sfc_exit_s_c1_out_wt_entry_windowings_c1_exit_windowing0|ms.acl_mid_speed_fifo_inst                                                                                                                                                                                    ; 420   ; 2              ; 0            ; 2              ; 423    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|thewindowing_function|thebb_windowing_B1_start|thebb_windowing_B1_start_stall_region|thei_sfc_s_c1_in_wt_entry_windowings_c1_enter_windowing6_aunroll_x|thei_llvm_fpga_sfc_exit_s_c1_out_wt_entry_windowings_c1_exit_windowing1_aunroll_x|thei_llvm_fpga_sfc_exit_s_c1_out_wt_entry_windowings_c1_exit_windowing1_data_fifo_aunroll_x|thei_llvm_fpga_sfc_exit_s_c1_out_wt_entry_windowings_c1_exit_windowing0                                                                                                                                                                                                               ; 420   ; 79             ; 0            ; 79             ; 419    ; 79              ; 79            ; 79              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|thewindowing_function|thebb_windowing_B1_start|thebb_windowing_B1_start_stall_region|thei_sfc_s_c1_in_wt_entry_windowings_c1_enter_windowing6_aunroll_x|thei_llvm_fpga_sfc_exit_s_c1_out_wt_entry_windowings_c1_exit_windowing1_aunroll_x|thei_llvm_fpga_sfc_exit_s_c1_out_wt_entry_windowings_c1_exit_windowing1_data_fifo_aunroll_x                                                                                                                                                                                                                                                                                       ; 341   ; 0              ; 0            ; 0              ; 339    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|thewindowing_function|thebb_windowing_B1_start|thebb_windowing_B1_start_stall_region|thei_sfc_s_c1_in_wt_entry_windowings_c1_enter_windowing6_aunroll_x|thei_llvm_fpga_sfc_exit_s_c1_out_wt_entry_windowings_c1_exit_windowing1_aunroll_x                                                                                                                                                                                                                                                                                                                                                                                   ; 345   ; 1              ; 0            ; 1              ; 339    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|thewindowing_function|thebb_windowing_B1_start|thebb_windowing_B1_start_stall_region|thei_sfc_s_c1_in_wt_entry_windowings_c1_enter_windowing6_aunroll_x|thei_sfc_logic_s_c1_in_wt_entry_windowings_c1_enter_windowing0_aunroll_x|redist12_sync_together70_aunroll_x_in_c1_eni2_1_tpl_48_split_0_mem_dmem|auto_generated|altsyncram1                                                                                                                                                                                                                                                                                         ; 23    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|thewindowing_function|thebb_windowing_B1_start|thebb_windowing_B1_start_stall_region|thei_sfc_s_c1_in_wt_entry_windowings_c1_enter_windowing6_aunroll_x|thei_sfc_logic_s_c1_in_wt_entry_windowings_c1_enter_windowing0_aunroll_x|redist12_sync_together70_aunroll_x_in_c1_eni2_1_tpl_48_split_0_mem_dmem|auto_generated                                                                                                                                                                                                                                                                                                     ; 23    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|thewindowing_function|thebb_windowing_B1_start|thebb_windowing_B1_start_stall_region|thei_sfc_s_c1_in_wt_entry_windowings_c1_enter_windowing6_aunroll_x|thei_sfc_logic_s_c1_in_wt_entry_windowings_c1_enter_windowing0_aunroll_x|redist46_i_writedata5_fca_3_4_insert_or_writedata_fca_3_4_insert_windowing33_1_x_q_39_mem_dmem|auto_generated|altsyncram1                                                                                                                                                                                                                                                                  ; 39    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|thewindowing_function|thebb_windowing_B1_start|thebb_windowing_B1_start_stall_region|thei_sfc_s_c1_in_wt_entry_windowings_c1_enter_windowing6_aunroll_x|thei_sfc_logic_s_c1_in_wt_entry_windowings_c1_enter_windowing0_aunroll_x|redist46_i_writedata5_fca_3_4_insert_or_writedata_fca_3_4_insert_windowing33_1_x_q_39_mem_dmem|auto_generated                                                                                                                                                                                                                                                                              ; 39    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|thewindowing_function|thebb_windowing_B1_start|thebb_windowing_B1_start_stall_region|thei_sfc_s_c1_in_wt_entry_windowings_c1_enter_windowing6_aunroll_x|thei_sfc_logic_s_c1_in_wt_entry_windowings_c1_enter_windowing0_aunroll_x|redist46_i_writedata5_fca_3_4_insert_or_writedata_fca_3_4_insert_windowing33_1_x_q_39_split_0_mem_dmem|auto_generated|altsyncram1                                                                                                                                                                                                                                                          ; 47    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|thewindowing_function|thebb_windowing_B1_start|thebb_windowing_B1_start_stall_region|thei_sfc_s_c1_in_wt_entry_windowings_c1_enter_windowing6_aunroll_x|thei_sfc_logic_s_c1_in_wt_entry_windowings_c1_enter_windowing0_aunroll_x|redist46_i_writedata5_fca_3_4_insert_or_writedata_fca_3_4_insert_windowing33_1_x_q_39_split_0_mem_dmem|auto_generated                                                                                                                                                                                                                                                                      ; 47    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|thewindowing_function|thebb_windowing_B1_start|thebb_windowing_B1_start_stall_region|thei_sfc_s_c1_in_wt_entry_windowings_c1_enter_windowing6_aunroll_x|thei_sfc_logic_s_c1_in_wt_entry_windowings_c1_enter_windowing0_aunroll_x|redist13_sync_together70_aunroll_x_in_c1_eni2_2_tpl_9_mem_dmem|auto_generated|altsyncram1                                                                                                                                                                                                                                                                                                  ; 43    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|thewindowing_function|thebb_windowing_B1_start|thebb_windowing_B1_start_stall_region|thei_sfc_s_c1_in_wt_entry_windowings_c1_enter_windowing6_aunroll_x|thei_sfc_logic_s_c1_in_wt_entry_windowings_c1_enter_windowing0_aunroll_x|redist13_sync_together70_aunroll_x_in_c1_eni2_2_tpl_9_mem_dmem|auto_generated                                                                                                                                                                                                                                                                                                              ; 43    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|thewindowing_function|thebb_windowing_B1_start|thebb_windowing_B1_start_stall_region|thei_sfc_s_c1_in_wt_entry_windowings_c1_enter_windowing6_aunroll_x|thei_sfc_logic_s_c1_in_wt_entry_windowings_c1_enter_windowing0_aunroll_x|redist45_i_writedata5_fca_3_4_insert_or_writedata_fca_3_4_insert_windowing33_2_x_q_39_mem_dmem|auto_generated|altsyncram1                                                                                                                                                                                                                                                                  ; 39    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|thewindowing_function|thebb_windowing_B1_start|thebb_windowing_B1_start_stall_region|thei_sfc_s_c1_in_wt_entry_windowings_c1_enter_windowing6_aunroll_x|thei_sfc_logic_s_c1_in_wt_entry_windowings_c1_enter_windowing0_aunroll_x|redist45_i_writedata5_fca_3_4_insert_or_writedata_fca_3_4_insert_windowing33_2_x_q_39_mem_dmem|auto_generated                                                                                                                                                                                                                                                                              ; 39    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|thewindowing_function|thebb_windowing_B1_start|thebb_windowing_B1_start_stall_region|thei_sfc_s_c1_in_wt_entry_windowings_c1_enter_windowing6_aunroll_x|thei_sfc_logic_s_c1_in_wt_entry_windowings_c1_enter_windowing0_aunroll_x|redist45_i_writedata5_fca_3_4_insert_or_writedata_fca_3_4_insert_windowing33_2_x_q_39_split_0_mem_dmem|auto_generated|altsyncram1                                                                                                                                                                                                                                                          ; 47    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|thewindowing_function|thebb_windowing_B1_start|thebb_windowing_B1_start_stall_region|thei_sfc_s_c1_in_wt_entry_windowings_c1_enter_windowing6_aunroll_x|thei_sfc_logic_s_c1_in_wt_entry_windowings_c1_enter_windowing0_aunroll_x|redist45_i_writedata5_fca_3_4_insert_or_writedata_fca_3_4_insert_windowing33_2_x_q_39_split_0_mem_dmem|auto_generated                                                                                                                                                                                                                                                                      ; 47    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|thewindowing_function|thebb_windowing_B1_start|thebb_windowing_B1_start_stall_region|thei_sfc_s_c1_in_wt_entry_windowings_c1_enter_windowing6_aunroll_x|thei_sfc_logic_s_c1_in_wt_entry_windowings_c1_enter_windowing0_aunroll_x|redist14_sync_together70_aunroll_x_in_c1_eni2_3_tpl_9_mem_dmem|auto_generated|altsyncram1                                                                                                                                                                                                                                                                                                  ; 43    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|thewindowing_function|thebb_windowing_B1_start|thebb_windowing_B1_start_stall_region|thei_sfc_s_c1_in_wt_entry_windowings_c1_enter_windowing6_aunroll_x|thei_sfc_logic_s_c1_in_wt_entry_windowings_c1_enter_windowing0_aunroll_x|redist14_sync_together70_aunroll_x_in_c1_eni2_3_tpl_9_mem_dmem|auto_generated                                                                                                                                                                                                                                                                                                              ; 43    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|thewindowing_function|thebb_windowing_B1_start|thebb_windowing_B1_start_stall_region|thei_sfc_s_c1_in_wt_entry_windowings_c1_enter_windowing6_aunroll_x|thei_sfc_logic_s_c1_in_wt_entry_windowings_c1_enter_windowing0_aunroll_x|redist44_i_writedata5_fca_3_4_insert_or_writedata_fca_3_4_insert_windowing33_3_x_q_39_mem_dmem|auto_generated|altsyncram1                                                                                                                                                                                                                                                                  ; 39    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|thewindowing_function|thebb_windowing_B1_start|thebb_windowing_B1_start_stall_region|thei_sfc_s_c1_in_wt_entry_windowings_c1_enter_windowing6_aunroll_x|thei_sfc_logic_s_c1_in_wt_entry_windowings_c1_enter_windowing0_aunroll_x|redist44_i_writedata5_fca_3_4_insert_or_writedata_fca_3_4_insert_windowing33_3_x_q_39_mem_dmem|auto_generated                                                                                                                                                                                                                                                                              ; 39    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|thewindowing_function|thebb_windowing_B1_start|thebb_windowing_B1_start_stall_region|thei_sfc_s_c1_in_wt_entry_windowings_c1_enter_windowing6_aunroll_x|thei_sfc_logic_s_c1_in_wt_entry_windowings_c1_enter_windowing0_aunroll_x|redist44_i_writedata5_fca_3_4_insert_or_writedata_fca_3_4_insert_windowing33_3_x_q_39_split_0_mem_dmem|auto_generated|altsyncram1                                                                                                                                                                                                                                                          ; 47    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|thewindowing_function|thebb_windowing_B1_start|thebb_windowing_B1_start_stall_region|thei_sfc_s_c1_in_wt_entry_windowings_c1_enter_windowing6_aunroll_x|thei_sfc_logic_s_c1_in_wt_entry_windowings_c1_enter_windowing0_aunroll_x|redist44_i_writedata5_fca_3_4_insert_or_writedata_fca_3_4_insert_windowing33_3_x_q_39_split_0_mem_dmem|auto_generated                                                                                                                                                                                                                                                                      ; 47    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|thewindowing_function|thebb_windowing_B1_start|thebb_windowing_B1_start_stall_region|thei_sfc_s_c1_in_wt_entry_windowings_c1_enter_windowing6_aunroll_x|thei_sfc_logic_s_c1_in_wt_entry_windowings_c1_enter_windowing0_aunroll_x|redist15_sync_together70_aunroll_x_in_c1_eni2_4_tpl_9_mem_dmem|auto_generated|altsyncram1                                                                                                                                                                                                                                                                                                  ; 43    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|thewindowing_function|thebb_windowing_B1_start|thebb_windowing_B1_start_stall_region|thei_sfc_s_c1_in_wt_entry_windowings_c1_enter_windowing6_aunroll_x|thei_sfc_logic_s_c1_in_wt_entry_windowings_c1_enter_windowing0_aunroll_x|redist15_sync_together70_aunroll_x_in_c1_eni2_4_tpl_9_mem_dmem|auto_generated                                                                                                                                                                                                                                                                                                              ; 43    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|thewindowing_function|thebb_windowing_B1_start|thebb_windowing_B1_start_stall_region|thei_sfc_s_c1_in_wt_entry_windowings_c1_enter_windowing6_aunroll_x|thei_sfc_logic_s_c1_in_wt_entry_windowings_c1_enter_windowing0_aunroll_x|redist43_i_writedata5_fca_3_4_insert_or_writedata_fca_3_4_insert_windowing33_4_x_q_39_mem_dmem|auto_generated|altsyncram1                                                                                                                                                                                                                                                                  ; 39    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|thewindowing_function|thebb_windowing_B1_start|thebb_windowing_B1_start_stall_region|thei_sfc_s_c1_in_wt_entry_windowings_c1_enter_windowing6_aunroll_x|thei_sfc_logic_s_c1_in_wt_entry_windowings_c1_enter_windowing0_aunroll_x|redist43_i_writedata5_fca_3_4_insert_or_writedata_fca_3_4_insert_windowing33_4_x_q_39_mem_dmem|auto_generated                                                                                                                                                                                                                                                                              ; 39    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|thewindowing_function|thebb_windowing_B1_start|thebb_windowing_B1_start_stall_region|thei_sfc_s_c1_in_wt_entry_windowings_c1_enter_windowing6_aunroll_x|thei_sfc_logic_s_c1_in_wt_entry_windowings_c1_enter_windowing0_aunroll_x|redist43_i_writedata5_fca_3_4_insert_or_writedata_fca_3_4_insert_windowing33_4_x_q_39_split_0_mem_dmem|auto_generated|altsyncram1                                                                                                                                                                                                                                                          ; 47    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|thewindowing_function|thebb_windowing_B1_start|thebb_windowing_B1_start_stall_region|thei_sfc_s_c1_in_wt_entry_windowings_c1_enter_windowing6_aunroll_x|thei_sfc_logic_s_c1_in_wt_entry_windowings_c1_enter_windowing0_aunroll_x|redist43_i_writedata5_fca_3_4_insert_or_writedata_fca_3_4_insert_windowing33_4_x_q_39_split_0_mem_dmem|auto_generated                                                                                                                                                                                                                                                                      ; 47    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|thewindowing_function|thebb_windowing_B1_start|thebb_windowing_B1_start_stall_region|thei_sfc_s_c1_in_wt_entry_windowings_c1_enter_windowing6_aunroll_x|thei_sfc_logic_s_c1_in_wt_entry_windowings_c1_enter_windowing0_aunroll_x|redist16_sync_together70_aunroll_x_in_c1_eni2_5_tpl_9_mem_dmem|auto_generated|altsyncram1                                                                                                                                                                                                                                                                                                  ; 43    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|thewindowing_function|thebb_windowing_B1_start|thebb_windowing_B1_start_stall_region|thei_sfc_s_c1_in_wt_entry_windowings_c1_enter_windowing6_aunroll_x|thei_sfc_logic_s_c1_in_wt_entry_windowings_c1_enter_windowing0_aunroll_x|redist16_sync_together70_aunroll_x_in_c1_eni2_5_tpl_9_mem_dmem|auto_generated                                                                                                                                                                                                                                                                                                              ; 43    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|thewindowing_function|thebb_windowing_B1_start|thebb_windowing_B1_start_stall_region|thei_sfc_s_c1_in_wt_entry_windowings_c1_enter_windowing6_aunroll_x|thei_sfc_logic_s_c1_in_wt_entry_windowings_c1_enter_windowing0_aunroll_x|redist42_i_writedata5_fca_3_4_insert_or_writedata_fca_3_4_insert_windowing33_5_x_q_39_split_0_mem_dmem|auto_generated|altsyncram1                                                                                                                                                                                                                                                          ; 23    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|thewindowing_function|thebb_windowing_B1_start|thebb_windowing_B1_start_stall_region|thei_sfc_s_c1_in_wt_entry_windowings_c1_enter_windowing6_aunroll_x|thei_sfc_logic_s_c1_in_wt_entry_windowings_c1_enter_windowing0_aunroll_x|redist42_i_writedata5_fca_3_4_insert_or_writedata_fca_3_4_insert_windowing33_5_x_q_39_split_0_mem_dmem|auto_generated                                                                                                                                                                                                                                                                      ; 23    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|thewindowing_function|thebb_windowing_B1_start|thebb_windowing_B1_start_stall_region|thei_sfc_s_c1_in_wt_entry_windowings_c1_enter_windowing6_aunroll_x|thei_sfc_logic_s_c1_in_wt_entry_windowings_c1_enter_windowing0_aunroll_x|redist17_sync_together70_aunroll_x_in_c1_eni2_6_tpl_9_mem_dmem|auto_generated|altsyncram1                                                                                                                                                                                                                                                                                                  ; 19    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|thewindowing_function|thebb_windowing_B1_start|thebb_windowing_B1_start_stall_region|thei_sfc_s_c1_in_wt_entry_windowings_c1_enter_windowing6_aunroll_x|thei_sfc_logic_s_c1_in_wt_entry_windowings_c1_enter_windowing0_aunroll_x|redist17_sync_together70_aunroll_x_in_c1_eni2_6_tpl_9_mem_dmem|auto_generated                                                                                                                                                                                                                                                                                                              ; 19    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|thewindowing_function|thebb_windowing_B1_start|thebb_windowing_B1_start_stall_region|thei_sfc_s_c1_in_wt_entry_windowings_c1_enter_windowing6_aunroll_x|thei_sfc_logic_s_c1_in_wt_entry_windowings_c1_enter_windowing0_aunroll_x|redist41_i_writedata5_fca_3_4_insert_or_writedata_fca_3_4_insert_windowing33_6_x_q_38_split_0_mem_dmem|auto_generated|altsyncram1                                                                                                                                                                                                                                                          ; 23    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|thewindowing_function|thebb_windowing_B1_start|thebb_windowing_B1_start_stall_region|thei_sfc_s_c1_in_wt_entry_windowings_c1_enter_windowing6_aunroll_x|thei_sfc_logic_s_c1_in_wt_entry_windowings_c1_enter_windowing0_aunroll_x|redist41_i_writedata5_fca_3_4_insert_or_writedata_fca_3_4_insert_windowing33_6_x_q_38_split_0_mem_dmem|auto_generated                                                                                                                                                                                                                                                                      ; 23    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|thewindowing_function|thebb_windowing_B1_start|thebb_windowing_B1_start_stall_region|thei_sfc_s_c1_in_wt_entry_windowings_c1_enter_windowing6_aunroll_x|thei_sfc_logic_s_c1_in_wt_entry_windowings_c1_enter_windowing0_aunroll_x|redist18_sync_together70_aunroll_x_in_c1_eni2_7_tpl_10_mem_dmem|auto_generated|altsyncram1                                                                                                                                                                                                                                                                                                 ; 19    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|thewindowing_function|thebb_windowing_B1_start|thebb_windowing_B1_start_stall_region|thei_sfc_s_c1_in_wt_entry_windowings_c1_enter_windowing6_aunroll_x|thei_sfc_logic_s_c1_in_wt_entry_windowings_c1_enter_windowing0_aunroll_x|redist18_sync_together70_aunroll_x_in_c1_eni2_7_tpl_10_mem_dmem|auto_generated                                                                                                                                                                                                                                                                                                             ; 19    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|thewindowing_function|thebb_windowing_B1_start|thebb_windowing_B1_start_stall_region|thei_sfc_s_c1_in_wt_entry_windowings_c1_enter_windowing6_aunroll_x|thei_sfc_logic_s_c1_in_wt_entry_windowings_c1_enter_windowing0_aunroll_x|redist40_i_writedata5_fca_3_4_insert_or_writedata_fca_3_4_insert_windowing33_7_x_q_39_split_0_mem_dmem|auto_generated|altsyncram1                                                                                                                                                                                                                                                          ; 23    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|thewindowing_function|thebb_windowing_B1_start|thebb_windowing_B1_start_stall_region|thei_sfc_s_c1_in_wt_entry_windowings_c1_enter_windowing6_aunroll_x|thei_sfc_logic_s_c1_in_wt_entry_windowings_c1_enter_windowing0_aunroll_x|redist40_i_writedata5_fca_3_4_insert_or_writedata_fca_3_4_insert_windowing33_7_x_q_39_split_0_mem_dmem|auto_generated                                                                                                                                                                                                                                                                      ; 23    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
